property_type,sector,area,areaWithType,bedRoom,bathroom,balcony,facing,agePossession,super_built_up_area,built_up_area,carpet_area,servant room,store room,furnishing_type,area_room_ratio,luxury_category,floor_category,price
0.0,10.0,1130.0,1495.0,3,4,4.0,3.0,3.0,1760.0,1186.0,1130.0,1,0,1,376.6666666666667,0.0,2.0,1.1
0.0,67.0,1632.0,1362.0,2,2,1.0,2.0,3.0,1632.0,1432.0,1232.0,0,0,1,816.0,2.0,2.0,2.2
0.0,107.0,2325.0,1883.0,4,4,4.0,7.0,3.0,2325.0,1920.0,1750.0,1,0,0,581.25,1.0,2.0,1.9
0.0,2.0,2588.0,1997.0,3,3,4.0,4.0,0.0,2588.0,1900.0,1877.0,1,0,0,862.6666666666666,2.0,2.0,0.86
0.0,87.0,1124.0,1230.0,2,2,4.0,4.0,3.0,1406.0,1300.0,1124.0,0,0,0,562.0,2.0,0.0,1.55
0.0,97.0,1050.0,1055.0,2,2,2.0,4.0,3.0,1050.0,950.0,850.0,0,0,1,525.0,0.0,1.0,0.65
0.0,19.0,1330.0,1154.0,2,2,3.0,2.0,1.0,1330.0,1276.0,1180.0,0,0,0,665.0,0.0,1.0,1.55
0.0,57.0,2182.0,1826.0,3,4,3.0,5.0,0.0,2182.0,1750.75,1670.0,1,0,1,727.3333333333334,2.0,2.0,1.98
0.0,99.0,1635.0,1372.0,2,2,3.0,6.0,3.0,1640.0,1638.0,1635.0,0,1,0,817.5,0.0,2.0,1.09
0.0,13.0,1745.0,1470.0,3,3,3.0,2.0,3.0,1745.0,1550.0,1250.0,0,0,1,581.6666666666666,1.0,2.0,1.75
0.0,94.0,2132.0,1795.0,3,3,2.0,5.0,3.0,2132.0,1800.0,1500.0,1,0,1,710.6666666666666,0.0,2.0,2.45
0.0,63.0,3160.0,2115.0,4,6,4.0,0.0,0.0,3160.0,2455.0,2240.0,1,0,1,790.0,2.0,0.0,6.75
0.0,105.0,2215.0,1849.0,4,4,4.0,0.0,3.0,2215.0,2214.0,2213.0,0,0,0,553.75,0.0,0.0,1.65
0.0,46.0,2191.0,1834.0,4,3,4.0,2.0,3.0,2191.0,2100.0,1800.0,0,0,1,547.75,2.0,0.0,1.55
0.0,98.0,583.0,2224.0,2,2,2.0,0.0,1.0,583.0,565.0,483.0,0,0,1,291.5,1.0,2.0,0.41
0.0,12.0,2779.0,2047.0,4,4,4.0,2.0,3.0,2779.0,2500.0,2300.0,1,0,1,694.75,0.0,2.0,2.0
0.0,6.0,2250.0,2036.0,3,3,4.0,2.0,3.0,2727.0,2500.0,2250.0,1,0,0,750.0,0.0,1.0,1.9
0.0,35.0,1150.0,1077.0,2,2,2.0,0.0,2.0,1150.0,1120.0,1050.0,0,1,0,575.0,2.0,0.0,1.35
0.0,100.0,1929.0,1625.0,3,3,1.0,5.0,3.0,1929.0,1550.0,1330.0,0,0,0,643.0,0.0,0.0,1.5
0.0,99.0,2808.0,2061.0,4,4,4.0,2.0,3.0,2812.0,2225.0,2175.0,0,0,0,702.0,1.0,2.0,2.03
0.0,99.0,1741.0,1460.0,2,2,3.0,7.0,3.0,1741.0,1730.0,1720.0,0,0,0,870.5,1.0,2.0,1.24
0.0,65.0,1650.0,1575.0,3,2,3.0,4.0,2.0,1850.0,1750.0,1650.0,1,0,1,550.0,2.0,2.0,1.39
0.0,102.0,1250.0,1171.0,2,2,2.0,1.0,3.0,1350.0,1300.0,1250.0,0,0,0,625.0,0.0,2.0,0.92
0.0,18.0,1800.0,1956.0,2,2,3.0,0.0,3.0,2441.0,1939.03,1800.0,0,0,1,900.0,0.0,2.0,2.5
0.0,85.0,3500.0,2175.0,4,4,4.0,2.0,1.0,4250.0,4000.0,3500.0,1,0,1,875.0,0.0,1.0,6.75
0.0,94.0,2103.0,1780.0,3,3,4.0,0.0,3.0,2103.0,1570.0,1257.0,1,0,2,701.0,1.0,2.0,2.2
0.0,99.0,3800.0,2162.0,4,6,3.0,1.0,3.0,3950.0,3890.0,3800.0,1,0,0,950.0,0.0,2.0,1.91
0.0,12.0,1758.0,1491.0,3,2,4.0,2.0,3.0,1758.0,1550.0,1400.0,1,0,1,586.0,0.0,0.0,1.2
0.0,99.0,2812.0,2066.0,4,4,3.0,5.0,3.0,2812.0,2600.0,2400.0,1,0,0,703.0,1.0,2.0,2.09
0.0,45.0,1990.0,1689.0,3,3,4.0,4.0,3.0,1990.0,1890.0,1790.0,1,0,0,663.3333333333334,2.0,2.0,1.4
0.0,99.0,2812.0,2065.0,4,4,3.0,1.0,3.0,2812.0,2600.0,2200.0,0,0,0,703.0,1.0,1.0,2.13
0.0,59.0,2200.0,2006.0,3,3,3.0,5.0,0.0,2605.0,2400.0,2200.0,1,0,0,733.3333333333334,2.0,2.0,2.75
0.0,12.0,1350.0,1490.0,3,3,3.0,5.0,3.0,1758.0,1500.0,1350.0,1,0,0,450.0,0.0,1.0,1.25
0.0,59.0,2711.0,2032.0,3,4,2.0,2.0,3.0,2711.0,2700.0,2200.0,1,0,1,903.6666666666666,0.0,0.0,2.6
0.0,70.0,2045.0,1746.0,3,4,4.0,4.0,3.0,2045.0,1640.0,1490.0,1,0,1,681.6666666666666,0.0,2.0,2.85
0.0,99.0,1736.0,1457.0,2,2,3.0,0.0,3.0,1741.0,1485.0,1335.0,0,0,0,868.0,1.0,2.0,1.12
0.0,99.0,2405.0,1938.0,3,4,3.0,2.0,3.0,2408.0,1925.0,1875.0,0,0,0,801.6666666666666,1.0,2.0,1.83
0.0,46.0,2191.0,1832.0,4,3,4.0,1.0,3.0,2191.0,2000.0,1800.0,0,0,1,547.75,2.0,2.0,1.6
0.0,99.0,1678.0,1405.0,2,2,3.0,2.0,3.0,1671.0,1660.0,1650.0,0,0,0,839.0,1.0,0.0,1.2
0.0,10.0,1550.0,1497.0,3,3,3.0,2.0,3.0,1760.0,1650.0,1550.0,1,0,1,516.6666666666666,0.0,0.0,1.15
0.0,10.0,2355.0,1898.0,4,6,4.0,3.0,3.0,2355.0,1535.0,1403.0,1,0,0,588.75,0.0,0.0,1.5
0.0,16.0,2042.0,1745.0,3,3,4.0,5.0,3.0,2042.0,1850.0,1650.0,1,0,1,680.6666666666666,2.0,2.0,1.8
0.0,99.0,2298.0,1941.0,3,4,4.0,0.0,3.0,2408.0,2398.0,2298.0,1,0,1,766.0,0.0,0.0,1.99
0.0,10.0,1385.0,1215.0,2,2,4.0,4.0,3.0,1385.0,940.0,845.0,0,0,0,692.5,1.0,1.0,0.88
0.0,100.0,1930.0,1634.0,3,4,3.0,6.0,3.0,1930.0,1800.0,1450.0,1,0,0,643.3333333333334,2.0,0.0,1.27
0.0,106.0,1890.0,1601.0,3,3,4.0,1.0,3.0,1890.0,1700.0,1600.0,0,0,0,630.0,2.0,2.0,1.4
0.0,105.0,2364.0,1914.0,4,4,4.0,6.0,0.0,2364.0,2200.0,1850.0,1,0,1,591.0,2.0,0.0,1.54
0.0,103.0,1765.0,1480.0,3,3,3.0,1.0,4.0,1750.0,1480.0,1450.0,0,0,0,588.3333333333334,2.0,2.0,1.5
0.0,97.0,1900.0,1608.0,3,3,3.0,4.0,3.0,1900.0,1600.0,1240.04,1,0,1,633.3333333333334,0.0,2.0,1.72
0.0,18.0,4739.0,2190.0,4,6,4.0,4.0,3.0,4739.0,3573.33,3400.0,1,0,0,1184.75,2.0,0.0,5.31
0.0,52.0,1185.0,1224.0,3,3,4.0,2.0,2.0,1400.0,1385.0,1185.0,0,1,1,395.0,0.0,2.0,1.5
0.0,10.0,1900.0,1605.0,3,4,3.0,4.0,3.0,1900.0,1305.0,1173.0,1,0,0,633.3333333333334,1.0,2.0,1.14
0.0,107.0,1995.0,1696.0,3,4,4.0,3.0,3.0,1995.0,1615.0,1476.0,1,0,1,665.0,0.0,2.0,1.6
0.0,6.0,1250.0,1381.0,3,4,4.0,2.0,3.0,1650.0,1400.0,1250.0,1,0,1,416.6666666666667,0.0,2.0,1.35
0.0,107.0,2235.0,1715.0,4,3,2.0,0.0,1.0,2000.0,1983.0,1900.0,0,0,0,558.75,2.0,0.0,0.95
0.0,94.0,1810.0,1538.0,3,3,3.0,1.0,3.0,1810.0,1650.0,1500.0,0,0,1,603.3333333333334,2.0,2.0,1.45
0.0,94.0,2132.0,1796.0,3,3,2.0,5.0,3.0,2132.0,2130.0,2129.0,1,0,2,710.6666666666666,2.0,2.0,2.5
0.0,56.0,1910.0,1613.0,3,3,4.0,1.0,2.0,1910.0,1895.0,1800.0,0,0,1,636.6666666666666,1.0,2.0,1.6
0.0,6.0,1650.0,1380.0,3,3,3.0,2.0,3.0,1650.0,1300.0,1100.0,1,0,0,550.0,1.0,2.0,1.45
0.0,45.0,1738.0,1446.0,3,3,3.0,2.0,1.0,1735.0,1400.0,965.0,0,0,0,579.3333333333334,1.0,2.0,1.26
0.0,94.0,2132.0,1794.0,3,3,2.0,3.0,3.0,2132.0,1800.0,1400.0,1,0,2,710.6666666666666,0.0,2.0,2.4
0.0,46.0,2000.0,1713.0,3,2,1.0,0.0,4.0,2000.0,1900.0,1850.0,1,0,0,666.6666666666666,2.0,2.0,1.2
0.0,29.0,3090.0,2102.0,3,4,4.0,6.0,3.0,3090.0,2600.0,2100.0,1,0,2,1030.0,2.0,2.0,4.3
0.0,105.0,1938.0,1637.0,3,3,4.0,7.0,3.0,1930.0,1929.0,1928.0,1,0,0,646.0,2.0,2.0,1.21
0.0,95.0,1400.0,1521.0,3,4,2.0,3.0,3.0,1790.0,1500.0,1400.0,1,0,0,466.6666666666667,0.0,2.0,1.12
0.0,56.0,3731.0,2161.0,4,4,4.0,2.0,0.0,3931.0,3831.0,3731.0,1,1,1,932.75,2.0,2.0,9.3
0.0,77.0,1875.0,1922.0,3,4,2.0,6.0,3.0,2385.0,2200.0,1875.0,1,0,1,625.0,0.0,0.0,3.05
0.0,94.0,2103.0,1784.0,3,3,4.0,0.0,3.0,2103.0,1750.0,1257.0,1,0,2,701.0,1.0,0.0,2.28
0.0,17.0,2950.0,2086.0,4,5,4.0,5.0,3.0,2950.0,2650.0,2450.0,1,0,1,737.5,0.0,0.0,3.7
0.0,89.0,1500.0,1737.0,3,3,4.0,6.0,3.0,2025.0,1900.0,1500.0,1,0,0,500.0,2.0,0.0,1.75
0.0,18.0,3763.0,2154.0,3,5,2.0,4.0,3.0,3763.0,3000.0,2800.0,1,0,0,1254.3333333333333,2.0,0.0,4.25
0.0,87.0,1424.0,1239.0,2,2,4.0,5.0,3.0,1424.0,1200.0,1139.0,0,0,0,712.0,2.0,0.0,1.54
0.0,77.0,2350.0,1892.0,4,4,4.0,6.0,3.0,2350.0,2250.0,2001.0,1,0,1,587.5,2.0,1.0,2.72
0.0,83.0,1450.0,1254.0,2,2,3.0,0.0,1.0,1450.0,1400.0,1000.0,0,0,0,725.0,2.0,2.0,1.18
0.0,99.0,2120.0,1787.0,3,4,2.0,2.0,3.0,2120.0,1650.0,1550.0,1,0,0,706.6666666666666,1.0,2.0,1.2
0.0,10.0,1230.0,1496.0,3,4,4.0,2.0,3.0,1760.0,1345.0,1230.0,1,0,0,410.0,0.0,2.0,1.05
0.0,99.0,1620.0,1371.0,2,2,3.0,1.0,3.0,1640.0,1630.0,1620.0,0,1,0,810.0,0.0,2.0,1.11
0.0,100.0,1540.0,1629.0,3,3,4.0,7.0,3.0,1929.0,1780.0,1540.0,0,0,0,513.3333333333334,0.0,0.0,1.5
0.0,65.0,2400.0,1929.0,3,4,4.0,7.0,2.0,2400.0,2200.0,2000.0,0,0,1,800.0,0.0,2.0,2.1
0.0,113.0,1465.0,1265.0,2,2,4.0,2.0,0.0,1465.0,1100.0,1000.0,0,0,1,732.5,0.0,2.0,0.9
0.0,12.0,2003.0,1723.0,3,4,4.0,5.0,3.0,2003.0,1500.29,1140.98,1,0,0,667.6666666666666,2.0,0.0,1.7
0.0,113.0,1081.0,1061.0,3,2,2.0,0.0,1.0,1081.0,1080.0,670.0,0,0,0,360.3333333333333,1.0,2.0,0.85
0.0,19.0,1760.0,1853.0,3,4,3.0,7.0,3.0,2217.0,1930.0,1760.0,1,0,0,586.6666666666666,0.0,2.0,2.35
0.0,97.0,1720.0,1432.0,3,3,3.0,7.0,3.0,1720.0,1400.0,1095.0,1,0,1,573.3333333333334,0.0,2.0,1.55
0.0,56.0,2464.0,1967.0,3,3,4.0,3.0,0.0,2464.0,2364.0,2264.0,1,0,2,821.3333333333334,2.0,2.0,5.15
0.0,65.0,2000.0,1712.0,3,3,4.0,1.0,3.0,2000.0,1900.0,1800.0,1,0,1,666.6666666666666,2.0,2.0,1.5
0.0,10.0,1760.0,1495.0,3,4,4.0,2.0,3.0,1760.0,1186.0,1130.0,1,0,0,586.6666666666666,0.0,2.0,1.2
0.0,99.0,882.0,1365.0,2,2,3.0,1.0,3.0,1640.0,1173.0,882.0,0,0,0,441.0,2.0,0.0,1.1
0.0,94.0,1360.0,1180.0,2,2,2.0,2.0,3.0,1360.0,1260.0,894.0,0,0,1,680.0,0.0,0.0,0.95
0.0,12.0,2003.0,1725.0,3,3,4.0,2.0,3.0,2003.0,1750.0,1550.0,1,0,1,667.6666666666666,0.0,2.0,1.55
0.0,57.0,1805.0,1537.0,3,3,3.0,4.0,2.0,1805.0,1600.0,1400.0,0,0,1,601.6666666666666,1.0,1.0,1.9
0.0,97.0,1825.0,1485.0,3,2,2.0,6.0,0.0,1755.0,1500.0,1100.0,0,0,0,608.3333333333334,2.0,1.0,1.04
0.0,71.0,1395.0,1527.0,3,3,4.0,4.0,0.0,1795.0,1595.0,1395.0,1,0,1,465.0,0.0,0.0,2.04
0.0,16.0,2428.0,1951.0,4,4,4.0,6.0,3.0,2428.0,2350.0,2050.0,1,0,0,607.0,0.0,1.0,2.25
0.0,77.0,2358.0,1903.0,3,4,3.0,0.0,3.0,2358.0,2100.0,2000.0,1,0,1,786.0,1.0,0.0,3.39
0.0,97.0,1245.0,1102.0,2,2,2.0,1.0,3.0,1245.0,1154.0,945.0,0,0,0,622.5,0.0,0.0,0.83
0.0,91.0,1490.0,1278.0,3,3,3.0,4.0,3.0,1490.0,1058.0,863.91,0,0,1,496.6666666666667,2.0,0.0,1.25
0.0,76.0,1950.0,1661.0,3,3,2.0,0.0,1.0,1950.0,1920.0,1600.0,1,0,2,650.0,2.0,0.0,2.8
0.0,11.0,1943.0,1650.0,3,3,3.0,4.0,3.0,1943.0,1750.0,1550.0,0,0,1,647.6666666666666,1.0,2.0,1.2
0.0,65.0,1850.0,1713.0,4,3,4.0,1.0,2.0,2000.0,1900.0,1850.0,0,0,1,462.5,1.0,2.0,1.59
0.0,12.0,1758.0,1489.0,3,3,4.0,4.0,3.0,1758.0,1275.53,974.68,0,0,0,586.0,2.0,2.0,1.2
0.0,98.0,1450.0,1436.0,3,3,4.0,2.0,3.0,1725.0,1525.0,1450.0,0,0,0,483.3333333333333,0.0,0.0,0.9
0.0,46.0,1446.0,1133.0,3,3,2.0,5.0,3.0,1285.0,1185.0,975.0,0,0,2,482.0,1.0,0.0,0.9
0.0,46.0,2191.0,1833.0,4,4,3.0,7.0,3.0,2191.0,2091.0,1991.0,0,0,1,547.75,2.0,0.0,1.67
0.0,46.0,1310.0,1146.0,2,2,3.0,5.0,1.0,1310.0,1100.0,1000.0,0,0,0,655.0,1.0,2.0,0.71
0.0,10.0,1760.0,1495.0,3,4,4.0,7.0,3.0,1760.0,1186.0,1130.0,1,0,0,586.6666666666666,1.0,0.0,1.17
0.0,70.0,2800.0,2055.0,4,5,3.0,0.0,0.0,2800.0,2791.0,2768.0,1,0,1,700.0,2.0,0.0,3.8
0.0,100.0,1929.0,1628.0,3,3,1.0,1.0,3.0,1929.0,1750.0,1450.0,0,0,1,643.0,0.0,0.0,1.58
0.0,94.0,2103.0,1783.0,3,3,4.0,4.0,3.0,2103.0,1650.0,1257.0,1,0,2,701.0,1.0,2.0,2.12
0.0,97.0,1200.0,1251.0,2,2,3.0,4.0,3.0,1445.0,1300.0,1200.0,0,0,1,600.0,2.0,2.0,0.98
0.0,97.0,1785.0,1518.0,3,3,4.0,3.0,3.0,1785.0,1600.0,1500.0,0,0,1,595.0,2.0,2.0,1.1
0.0,12.0,1752.0,1890.0,4,5,3.0,2.0,1.0,2344.0,2343.0,1752.0,1,0,2,438.0,2.0,0.0,4.1
0.0,65.0,2250.0,1861.0,3,3,4.0,1.0,0.0,2250.0,1900.0,1750.0,1,0,1,750.0,2.0,2.0,1.55
0.0,97.0,1245.0,1103.0,2,2,2.0,5.0,3.0,1245.0,850.0,790.0,0,0,1,622.5,0.0,2.0,0.78
0.0,59.0,1877.0,1595.0,3,4,4.0,2.0,0.0,1877.0,1870.0,1600.0,1,0,1,625.6666666666666,0.0,2.0,1.8
0.0,41.0,1110.0,1068.0,2,2,3.0,0.0,0.0,1110.0,1100.0,1000.0,0,0,1,555.0,1.0,2.0,1.1
0.0,19.0,2690.0,2026.0,3,4,3.0,2.0,1.0,2690.0,2600.0,2240.0,1,0,0,896.6666666666666,0.0,0.0,3.05
0.0,89.0,1950.0,1657.0,4,4,4.0,2.0,3.0,1950.0,1800.0,1702.0,1,0,2,487.5,1.0,1.0,1.55
0.0,87.0,2018.0,1732.0,3,3,4.0,6.0,3.0,2018.0,1800.0,1614.0,0,0,0,672.6666666666666,2.0,0.0,2.45
0.0,99.0,1640.0,1367.0,2,2,3.0,1.0,3.0,1640.0,1300.0,1000.0,0,0,1,820.0,0.0,2.0,1.2
0.0,46.0,1770.0,1506.0,3,3,4.0,2.0,3.0,1770.0,1675.0,1400.0,0,0,0,590.0,0.0,2.0,0.98
0.0,40.0,1650.0,1382.0,3,2,2.0,0.0,0.0,1650.0,1450.0,1150.0,0,0,2,550.0,2.0,1.0,1.2
0.0,111.0,1160.0,1318.0,2,2,3.0,1.0,3.0,1550.0,1430.0,1160.0,0,0,0,580.0,0.0,2.0,1.02
0.0,83.0,1425.0,1241.0,3,3,2.0,5.0,3.0,1425.0,1300.0,1200.0,0,0,0,475.0,1.0,1.0,1.25
0.0,79.0,1224.0,1094.0,2,2,3.0,2.0,3.0,1224.0,1150.0,830.0,0,0,1,612.0,2.0,1.0,1.1
0.0,11.0,1457.0,1649.0,3,3,4.0,7.0,3.0,1943.0,1554.0,1457.0,0,0,1,485.6666666666667,0.0,2.0,1.3
0.0,113.0,1940.0,1644.0,2,2,3.0,1.0,1.0,1940.0,1175.97,834.96,0,0,0,970.0,1.0,1.0,1.05
0.0,83.0,1000.0,1254.0,2,2,3.0,0.0,1.0,1450.0,1400.0,1000.0,0,0,0,500.0,2.0,2.0,1.15
0.0,1.0,2003.0,1711.0,4,4,4.0,2.0,0.0,2000.0,1850.0,1650.0,0,0,0,500.75,2.0,2.0,1.5
0.0,91.0,1567.0,1328.0,2,2,3.0,2.0,3.0,1572.0,1325.0,1200.0,0,0,0,783.5,1.0,2.0,1.12
0.0,62.0,2895.0,2078.0,3,4,4.0,2.0,3.0,2895.0,2500.0,2200.0,1,0,1,965.0,1.0,2.0,5.0
0.0,105.0,1930.0,1637.0,3,3,4.0,7.0,3.0,1930.0,1929.0,1928.0,1,0,0,643.3333333333334,2.0,2.0,1.25
0.0,99.0,3900.0,2163.0,4,6,3.0,3.0,3.0,3950.0,3920.0,3900.0,1,0,0,975.0,0.0,2.0,2.2
0.0,29.0,1380.0,1205.0,2,2,2.0,5.0,3.0,1380.0,1200.0,900.0,0,0,2,690.0,2.0,2.0,2.4
0.0,99.0,2812.0,2066.0,4,4,3.0,3.0,3.0,2812.0,2600.0,2400.0,0,0,0,703.0,1.0,1.0,2.1
0.0,90.0,1654.0,1393.0,3,2,2.0,4.0,0.0,1654.0,1472.0,1310.0,0,0,0,551.3333333333334,2.0,2.0,0.8
0.0,94.0,3500.0,2171.0,4,4,4.0,6.0,1.0,4200.0,3700.0,3500.0,1,0,2,875.0,1.0,2.0,4.4
0.0,18.0,2600.0,2058.0,3,3,2.0,1.0,3.0,2802.0,2600.0,2200.0,0,0,1,866.6666666666666,1.0,1.0,3.0
0.0,18.0,4848.0,2194.0,4,6,4.0,0.0,3.0,4848.0,3655.35,3500.0,1,0,1,1212.0,0.0,0.0,5.2
0.0,97.0,950.0,1099.0,2,2,2.0,7.0,0.0,1245.0,1100.0,950.0,0,0,1,475.0,2.0,0.0,0.85
0.0,97.0,1900.0,1607.0,3,3,3.0,7.0,3.0,1900.0,1600.0,1240.0,1,0,1,633.3333333333334,0.0,2.0,1.75
0.0,105.0,1922.0,1637.0,3,3,4.0,1.0,3.0,1930.0,1929.0,1928.0,1,0,0,640.6666666666666,2.0,2.0,1.25
0.0,113.0,950.0,2288.0,2,2,2.0,2.0,3.0,950.0,800.0,700.0,0,0,2,475.0,2.0,2.0,0.46
0.0,19.0,2450.0,2025.0,3,3,3.0,1.0,1.0,2690.0,2599.0,2450.0,1,0,0,816.6666666666666,0.0,2.0,2.78
0.0,99.0,2812.0,2066.0,4,4,3.0,1.0,3.0,2812.0,2600.0,2400.0,0,0,0,703.0,1.0,2.0,2.13
0.0,29.0,1380.0,1204.0,2,2,2.0,0.0,3.0,1380.0,1200.0,1000.0,0,0,2,690.0,2.0,2.0,1.65
0.0,11.0,1050.0,1054.0,3,2,2.0,4.0,3.0,1050.0,850.0,645.0,0,0,0,350.0,1.0,2.0,0.5
0.0,76.0,2000.0,1708.0,3,3,3.0,0.0,3.0,2000.0,1800.0,1500.0,1,0,1,666.6666666666666,1.0,2.0,2.99
0.0,94.0,2103.0,1779.0,3,3,4.0,4.0,3.0,2103.0,1550.0,1257.0,1,0,2,701.0,1.0,0.0,2.35
0.0,100.0,1670.0,1630.0,3,3,4.0,3.0,3.0,1929.0,1780.0,1670.0,1,0,0,556.6666666666666,0.0,0.0,1.54
0.0,79.0,1230.0,1096.0,2,2,2.0,2.0,1.0,1230.0,1200.0,1000.0,0,0,1,615.0,2.0,0.0,1.05
0.0,111.0,1997.0,1701.0,3,5,3.0,0.0,3.0,1997.0,1790.0,1500.0,1,0,0,665.6666666666666,1.0,2.0,1.13
0.0,6.0,4550.0,2188.0,4,4,4.0,2.0,3.0,4650.0,4630.0,4550.0,0,0,1,1137.5,2.0,0.0,4.55
0.0,105.0,2364.0,1915.0,4,4,4.0,4.0,3.0,2364.0,2362.0,2360.0,1,0,1,591.0,2.0,2.0,1.51
0.0,95.0,1565.0,1819.0,3,3,3.0,4.0,3.0,2160.0,2000.0,1565.0,1,0,1,521.6666666666666,2.0,0.0,1.37
0.0,52.0,1345.0,1166.0,3,3,3.0,4.0,2.0,1345.0,1320.0,1300.0,0,0,1,448.3333333333333,2.0,1.0,1.35
0.0,97.0,1445.0,1251.0,2,2,3.0,4.0,3.0,1445.0,1300.0,1200.0,0,0,1,722.5,2.0,2.0,0.95
0.0,65.0,2600.0,2002.0,4,4,4.0,4.0,3.0,2600.0,2500.0,2400.0,0,0,1,650.0,2.0,2.0,2.05
0.0,98.0,1400.0,1615.0,3,3,3.0,5.0,3.0,1918.0,1750.0,1400.0,0,0,0,466.6666666666667,2.0,2.0,1.35
0.0,97.0,1720.0,1431.0,3,3,3.0,6.0,3.0,1720.0,1350.0,1150.0,1,0,1,573.3333333333334,1.0,2.0,1.38
0.0,105.0,2727.0,2037.0,4,4,4.0,4.0,3.0,2727.0,2726.0,2725.0,1,0,0,681.75,2.0,0.0,1.88
0.0,94.0,1094.0,1182.0,2,2,3.0,7.0,3.0,1360.0,1300.0,1094.0,0,0,0,547.0,2.0,2.0,0.87
0.0,107.0,1581.0,1259.0,3,3,3.0,0.0,3.0,1454.0,1415.0,1350.0,0,0,1,527.0,1.0,1.0,0.75
0.0,95.0,1700.0,1879.0,3,5,4.0,6.0,3.0,2300.0,2000.0,1700.0,1,0,1,566.6666666666666,2.0,2.0,1.22
0.0,13.0,2150.0,1809.0,3,4,4.0,3.0,3.0,2150.0,1797.0,1660.0,1,0,0,716.6666666666666,2.0,2.0,1.45
0.0,99.0,970.0,1403.0,2,2,2.0,0.0,3.0,1671.0,1190.0,970.0,1,1,0,485.0,2.0,2.0,1.2
0.0,105.0,2215.0,1846.0,4,4,4.0,0.0,3.0,2215.0,1900.0,1700.0,0,0,0,553.75,2.0,2.0,1.65
0.0,75.0,1450.0,1383.0,3,3,3.0,5.0,3.0,1650.0,1500.0,1450.0,1,0,1,483.3333333333333,2.0,1.0,2.35
0.0,12.0,1631.0,2046.0,4,5,4.0,6.0,3.0,2779.0,2204.25,1631.07,1,0,2,407.75,2.0,1.0,3.0
